id,topic_code,equivalent_no,domain,prompt,option_a,option_b,option_c,option_d,difficulty,base_points
e16d5ecd-a357-5df3-ba6c-fb3954b22ce4,ALG06,21,Algebra,"What is the slope of the line through (4, 4) and (7, -2)?",2,-2,-1,-3,2,1
fb62c3ae-327f-54fa-b45f-4f745f846d07,ALG06,22,Algebra,"What is the slope of the line through (-5, -8) and (-1, -16)?",-3,-1,2,-2,2,1
ac89edb3-9e81-57f3-a40a-fa60ecbecccf,ALG06,23,Algebra,"What is the slope of the line through (1, 2) and (5, 14)?",2,4,-3,3,2,1
04b45943-a033-521f-94ac-6fcf3ab04aa0,ALG06,24,Algebra,"What is the slope of the line through (0, -10) and (4, -18)?",2,-3,-2,-1,2,1
77c9e05b-a5b0-51a5-ad10-c29a7f27b215,ALG06,25,Algebra,"What is the slope of the line through (2, 7) and (3, 10)?",4,-3,3,2,2,1
f0c6618d-a853-56dc-ad48-2518c07e94b5,ALG06,26,Algebra,"What is the slope of the line through (-4, -7) and (0, -15)?",-3,-2,-1,2,2,1
64372df7-28ac-5731-97b8-7be319e70a3c,ALG06,27,Algebra,"What is the slope of the line through (3, 5) and (4, 10)?",4,5,6,-5,2,1
1438b7d7-891f-5e7c-82c8-d59663c17906,ALG06,28,Algebra,"What is the slope of the line through (-1, -9) and (2, -24)?",5,-4,-6,-5,2,1
0bca0407-cb1f-5a37-a8d0-8025e6228759,ALG06,29,Algebra,"What is the slope of the line through (5, 9) and (7, -1)?",-6,5,-5,-4,2,1
d3330fcf-987c-56ad-a624-a60d93c2fc4b,ALG06,30,Algebra,"What is the slope of the line through (0, 0) and (2, 4)?",2,3,-2,1,2,1
862ae637-1c4f-5962-a065-2f703e0fb1bf,ALG06,31,Algebra,"What is the slope of the line through (-5, -3) and (-1, 5)?",1,2,-2,3,2,1
a7968267-d56e-5110-bbac-326aa05430f4,ALG06,32,Algebra,"What is the slope of the line through (2, 9) and (6, -3)?",-3,-4,-2,3,2,1
65354b90-c47b-55f0-9237-bbc9a0643b3f,ALG06,33,Algebra,"What is the slope of the line through (1, 3) and (4, 9)?",1,2,-2,3,2,1
1d5795fc-3084-558a-9546-31cf3e982235,ALG06,34,Algebra,"What is the slope of the line through (-3, -6) and (-1, -10)?",-2,-3,2,-1,2,1
d99be1d1-a08d-51be-945a-586b36e25dfc,ALG06,35,Algebra,"What is the slope of the line through (-5, -5) and (-3, 1)?",-3,4,2,3,2,1
e7fa327a-0292-5d4a-9fe0-a60851db6202,ALG06,36,Algebra,"What is the slope of the line through (-3, -9) and (1, -29)?",5,-4,-5,-6,2,1
d62d392e-3db7-55bc-a9ba-3e02527106e7,ALG06,37,Algebra,"What is the slope of the line through (5, 10) and (9, 26)?",4,5,-4,3,2,1
aab9c22b-4279-5e8c-bb10-9185b4d0dfee,ALG06,38,Algebra,"What is the slope of the line through (5, 8) and (8, -1)?",3,-3,-4,-2,2,1
01e0e480-403f-5747-9757-71a482a7400c,ALG06,39,Algebra,"What is the slope of the line through (-4, 10) and (-3, 8)?",-3,2,-1,-2,2,1
0dd0da67-65f5-5899-a088-781c56683077,ALG06,40,Algebra,"What is the slope of the line through (3, 8) and (5, 18)?",-5,6,5,4,2,1
541b1967-92a9-5377-8fdd-3f0bac5c281c,ALG06,41,Algebra,"What is the slope of the line through (-2, -9) and (-1, -4)?",6,-5,5,4,2,1
2db5a129-6cb0-506c-8746-40061269eccb,ALG06,42,Algebra,"What is the slope of the line through (2, -8) and (4, -4)?",2,-2,1,3,2,1
e7666cef-57d2-5f56-b598-3b085fc3fcb7,ALG06,43,Algebra,"What is the slope of the line through (2, 0) and (3, 5)?",4,-5,5,6,2,1
3adf6dcd-8899-5929-8f8c-a09c149d8f8f,ALG06,44,Algebra,"What is the slope of the line through (3, -2) and (6, -11)?",-3,-2,-4,3,2,1
94c09e47-4349-536e-b668-305871c1bdf1,ALG06,45,Algebra,"What is the slope of the line through (4, -7) and (6, -3)?",2,3,-2,1,2,1
5b62b6bb-d965-5eca-b287-336148bcb96b,ALG06,46,Algebra,"What is the slope of the line through (5, 0) and (6, 5)?",4,-5,5,6,2,1
8ade3455-6eaf-5d6b-8451-ae9cdbcec7ca,ALG06,47,Algebra,"What is the slope of the line through (-2, 7) and (2, -5)?",-3,-2,3,-4,2,1
f5617005-4aba-5ddb-80c2-55f281868941,ALG06,48,Algebra,"What is the slope of the line through (5, 2) and (7, 10)?",-4,5,3,4,2,1
e10edf07-6dfd-5e8b-91d3-3be7f1498229,ALG06,49,Algebra,"What is the slope of the line through (-2, -10) and (-1, -14)?",4,-5,-4,-3,2,1
fd5cde3b-dd61-5d7e-b701-f51216230b8f,ALG06,50,Algebra,"What is the slope of the line through (0, -4) and (3, 8)?",4,3,5,-4,2,1
95e8b038-a2cb-5ebf-859b-aa2f7e3b7dfe,ALG06,51,Algebra,"What is the slope of the line through (-1, 3) and (3, 19)?",3,5,4,-4,2,1
90b7c0ea-a3dd-5dfc-ad27-9942ac8e2057,ALG06,52,Algebra,"What is the slope of the line through (-5, -8) and (-4, -4)?",4,5,-4,3,2,1
281ed30b-17b5-5a94-80c0-5daca1cb88e3,ALG06,53,Algebra,"What is the slope of the line through (5, 5) and (7, 11)?",-3,3,4,2,2,1
a0b0e833-344d-5c76-aeb4-27d4e9439bd6,ALG06,54,Algebra,"What is the slope of the line through (2, -1) and (3, -3)?",-2,2,-3,-1,2,1
8ff62f85-3973-534b-a72e-aaa831318833,ALG06,55,Algebra,"What is the slope of the line through (-1, 9) and (0, 14)?",6,-5,4,5,2,1
5af4f562-b7ad-56db-8476-b42f12092e2e,ALG06,56,Algebra,"What is the slope of the line through (-1, 9) and (1, 17)?",5,-4,3,4,2,1
5c45efe8-6a53-5411-a9f7-ea08f0775d53,ALG06,57,Algebra,"What is the slope of the line through (3, -9) and (6, 0)?",3,-3,4,2,2,1
75a15269-2b2d-5592-a085-d5216bbc3d71,ALG06,58,Algebra,"What is the slope of the line through (-2, 5) and (-1, 10)?",4,-5,6,5,2,1
a1f13e63-ae45-515e-a3dc-4fc43d1ae261,ALG06,59,Algebra,"What is the slope of the line through (5, 4) and (8, -8)?",4,-5,-3,-4,2,1
a97074be-b078-5341-8150-4578159ac0f1,ALG06,60,Algebra,"What is the slope of the line through (2, -2) and (3, -5)?",-2,-3,3,-4,2,1
2cd7570a-fe2c-50b5-9f5e-4f087d2b4a24,ALG06,61,Algebra,"What is the slope of the line through (1, -10) and (2, -8)?",-2,1,3,2,2,1
3c36e659-beb2-5961-9f40-ed3d428f84e9,ALG06,62,Algebra,"What is the slope of the line through (-2, 7) and (0, 11)?",-2,3,1,2,2,1
52172f27-d264-5678-b710-276d5bec166d,ALG06,63,Algebra,"What is the slope of the line through (-1, 4) and (3, 24)?",6,5,4,-5,2,1
f62692fe-8ebd-5108-8eb1-a3efee01964e,ALG06,64,Algebra,"What is the slope of the line through (5, 4) and (7, 12)?",5,4,-4,3,2,1
02ab20aa-e597-5acb-81ee-eadb7b0d199f,ALG06,65,Algebra,"What is the slope of the line through (2, 9) and (5, 0)?",-3,-4,3,-2,2,1
f95298e1-febc-5c58-9e94-270df6e85b27,ALG06,66,Algebra,"What is the slope of the line through (2, -9) and (6, -1)?",2,1,3,-2,2,1
9939448a-d1ab-59fd-960e-8121a5d21557,ALG06,67,Algebra,"What is the slope of the line through (2, 4) and (5, 13)?",4,3,-3,2,2,1
06712f5d-94d5-5b8b-945c-a0c66cb5fbf7,ALG06,68,Algebra,"What is the slope of the line through (4, 0) and (6, 6)?",4,-3,2,3,2,1
6b0db239-0303-53b5-b361-dfdf48c70283,ALG06,69,Algebra,"What is the slope of the line through (-2, 5) and (1, 11)?",1,-2,2,3,2,1
6501f082-b713-57fa-9768-d6db507f6412,ALG06,70,Algebra,"What is the slope of the line through (4, -4) and (7, 5)?",2,-3,4,3,2,1
df7e577b-5908-510d-ad50-0e0d7255d3a3,ALG06,71,Algebra,"What is the slope of the line through (1, -10) and (3, -20)?",-4,-6,5,-5,2,1
f62185c7-ba0c-5c35-b8b8-29936654ef06,ALG06,72,Algebra,"What is the slope of the line through (2, -4) and (4, 2)?",3,2,-3,4,2,1
acbd768d-12b0-5572-b817-35683376e7e7,ALG06,73,Algebra,"What is the slope of the line through (5, -1) and (7, -5)?",2,-3,-2,-1,2,1
cb07bfa1-1616-5705-b425-e8f3ca34e91d,ALG06,74,Algebra,"What is the slope of the line through (-3, 0) and (-2, -3)?",-4,-2,3,-3,2,1
d2cca188-073f-5ec2-acf8-b63e86f3b323,ALG06,75,Algebra,"What is the slope of the line through (0, 3) and (2, 11)?",3,5,-4,4,2,1
9d63c053-22df-50fe-afdd-5d9f7ad31bd1,ALG06,76,Algebra,"What is the slope of the line through (-1, -7) and (2, -13)?",-1,2,-3,-2,2,1
4bead0f7-ca3c-51e3-8c7a-8726c93eb785,ALG06,77,Algebra,"What is the slope of the line through (2, -3) and (5, -15)?",-5,-4,-3,4,2,1
f8ddbbee-c88f-5d12-95a4-eca28e7f8699,ALG06,78,Algebra,"What is the slope of the line through (1, -10) and (4, -16)?",2,-2,-1,-3,2,1
cbc6aa28-324f-5de8-86d1-26439c1880db,ALG06,79,Algebra,"What is the slope of the line through (5, 7) and (6, 12)?",4,6,5,-5,2,1
e7ff314a-1e8d-555a-b775-51150f2ddea5,ALG06,80,Algebra,"What is the slope of the line through (-5, -3) and (-4, 2)?",4,-5,5,6,2,1
05cf4a3e-5229-580c-972a-01f8a972f76e,ALG06,81,Algebra,"What is the slope of the line through (1, -2) and (4, 4)?",2,-2,1,3,2,1
b09d4e1e-97d1-5316-89c1-c36459289cae,ALG06,82,Algebra,"What is the slope of the line through (-2, 6) and (0, 2)?",2,-1,-3,-2,2,1
d998d4ba-04aa-59e7-8f6a-9e8243f8e4e6,ALG06,83,Algebra,"What is the slope of the line through (5, -3) and (8, -15)?",-4,-3,4,-5,2,1
3544ca96-4c71-5af7-a972-6c2b62b7b331,ALG06,84,Algebra,"What is the slope of the line through (-2, -9) and (-1, -14)?",5,-6,-4,-5,2,1
7a72b1c5-0263-5397-a99f-a64ff70b374e,ALG06,85,Algebra,"What is the slope of the line through (4, 0) and (5, -2)?",-3,-2,2,-1,2,1
d2ce5ade-b675-5a7b-86f5-2281828845c9,ALG06,86,Algebra,"What is the slope of the line through (4, 4) and (5, 2)?",-2,2,-3,-1,2,1
21ffacdd-bbd3-51fa-bedb-cf8181ca3227,ALG06,87,Algebra,"What is the slope of the line through (0, 10) and (2, 16)?",4,-3,3,2,2,1
cd67b2b8-3fa9-53ef-9e5a-6cb119cfc4f8,ALG06,88,Algebra,"What is the slope of the line through (5, -10) and (9, -18)?",2,-3,-2,-1,2,1
068e52bc-3385-55b6-8f8d-019e40e85e60,ALG06,89,Algebra,"What is the slope of the line through (-2, 8) and (2, 0)?",-1,-3,2,-2,2,1
544628dc-7e7a-549a-956d-5c53e3622f1e,ALG06,90,Algebra,"What is the slope of the line through (-4, -7) and (-3, -5)?",-2,3,1,2,2,1
91ed279b-b74a-5452-998d-457a67beb0e6,ALG06,91,Algebra,"What is the slope of the line through (4, -2) and (8, 18)?",6,5,4,-5,2,1
200f3663-972e-560e-987b-853c69550342,ALG06,92,Algebra,"What is the slope of the line through (5, -7) and (9, -23)?",-5,-3,-4,4,2,1
cbf5d0f0-e6d1-5061-8a5e-0b157637fc1e,ALG06,93,Algebra,"What is the slope of the line through (4, -8) and (8, 8)?",3,4,5,-4,2,1
c236b8fb-2af7-5caf-9640-aebd086addc7,ALG06,94,Algebra,"What is the slope of the line through (-5, 4) and (-3, 10)?",3,2,-3,4,2,1
88927d91-5e78-5b55-a0cb-e8dc52a6e34d,ALG06,95,Algebra,"What is the slope of the line through (-4, -8) and (-1, -17)?",3,-2,-4,-3,2,1
f77d94cf-4402-5683-aa4a-abcd9167849d,ALG06,96,Algebra,"What is the slope of the line through (1, 8) and (2, 3)?",-5,-6,-4,5,2,1
e3a8b722-0c02-52e8-aace-fd45597fa85e,ALG06,97,Algebra,"What is the slope of the line through (5, 6) and (6, 2)?",-4,4,-3,-5,2,1
7b7d0d79-2653-557e-a121-98bd86ee96c6,ALG06,98,Algebra,"What is the slope of the line through (-4, 4) and (-3, 2)?",-3,2,-2,-1,2,1
5f772b3d-e0ab-5f83-bfa6-b324e6dfda13,ALG06,99,Algebra,"What is the slope of the line through (-4, 3) and (0, 15)?",2,3,-3,4,2,1
9aa9b2e4-81d1-59af-885e-693a5ec04972,ALG06,100,Algebra,"What is the slope of the line through (-2, 1) and (-1, 4)?",3,4,-3,2,2,1
f7712282-b7aa-5a06-912e-a5d66e014f4b,ALG07,1,Algebra,"A line has slope -4 and passes through (4, -9). What is its y-intercept?",-4,7,8,-9,3,1
270de28c-f18c-5f51-8ba8-fb95f0a8d745,ALG07,2,Algebra,"A line has slope 3 and passes through (0, -8). What is its y-intercept?",-6,-8,3,-7,3,1
35d11556-6d79-58bc-933b-12d7a84a144c,ALG07,3,Algebra,"A line has slope -3 and passes through (1, -1). What is its y-intercept?",-3,3,-1,2,3,1
2f122671-c062-5013-837e-68c8dfd7cd9e,ALG07,4,Algebra,"A line has slope 2 and passes through (0, 9). What is its y-intercept?",10,11,9,2,3,1
9c2e6e01-258a-5485-9e36-8dfbf572ca4c,ALG07,5,Algebra,"A line has slope -5 and passes through (5, -22). What is its y-intercept?",4,-22,-5,3,3,1
0978d6a3-40fc-5fef-9761-08a8f3ad32f5,ALG07,6,Algebra,"A line has slope 2 and passes through (-4, -2). What is its y-intercept?",6,2,-2,7,3,1
75ba7946-e6b7-5b2e-8d01-5f2367ac1295,ALG07,7,Algebra,"A line has slope 2 and passes through (-1, 1). What is its y-intercept?",1,3,4,2,3,1
2a6b77ba-ca10-5343-ae80-2f90fa545a34,ALG07,8,Algebra,"A line has slope -4 and passes through (1, -1). What is its y-intercept?",3,4,-1,-4,3,1
c85a56e7-ac68-55d4-8b3b-8efebe2dc876,ALG07,9,Algebra,"A line has slope 2 and passes through (3, -4). What is its y-intercept?",-9,2,-10,-4,3,1
efeaf503-11b3-51fc-b38a-d12b6886aeaa,ALG07,10,Algebra,"A line has slope -2 and passes through (-4, 2). What is its y-intercept?",2,-5,-2,-6,3,1
3e652949-b3ca-5f5a-bc6f-75dcc76334c6,ALG07,11,Algebra,"A line has slope 2 and passes through (1, 7). What is its y-intercept?",5,7,6,2,3,1
54bc4ee2-7627-57a9-a1e1-76a39b9a7597,ALG07,12,Algebra,"A line has slope -3 and passes through (0, 10). What is its y-intercept?",-3,12,10,11,3,1
d8af4d34-d0fe-52a9-b98b-10947ff0fe8f,ALG07,13,Algebra,"A line has slope 4 and passes through (1, 13). What is its y-intercept?",10,4,13,9,3,1
8af37571-3ff7-5e9f-b4c5-3535e762c82c,ALG07,14,Algebra,"A line has slope 2 and passes through (0, 7). What is its y-intercept?",9,8,7,2,3,1
44b2a96b-b4f6-5170-90f2-b6c6459cab0a,ALG07,15,Algebra,"A line has slope -4 and passes through (0, -7). What is its y-intercept?",-5,-4,-6,-7,3,1
5b07c66b-97cf-52cb-bacf-88d4b115d50f,ALG07,16,Algebra,"A line has slope 5 and passes through (3, 12). What is its y-intercept?",12,-2,-3,5,3,1
f2eb29bd-aea9-56ac-884c-487ae7ea4882,ALG07,17,Algebra,"A line has slope -5 and passes through (-3, 23). What is its y-intercept?",8,23,9,-5,3,1
a7eb3438-d57d-52d0-9cd2-83945937f977,ALG07,18,Algebra,"A line has slope 2 and passes through (-3, -15). What is its y-intercept?",-15,2,-9,-8,3,1
75d191e3-7b30-5af7-aad8-718b6dcb9087,ALG07,19,Algebra,"A line has slope -2 and passes through (2, -13). What is its y-intercept?",-2,-8,-9,-13,3,1
3cb6a6b6-442e-5a51-9e7f-2dc410e80a2e,ALG07,20,Algebra,"A line has slope -2 and passes through (-2, 3). What is its y-intercept?",0,-1,-2,3,3,1
37861d83-c206-5af4-90b9-4d7b30c044ca,ALG07,21,Algebra,"A line has slope 1 and passes through (5, 0). What is its y-intercept?",-4,-5,0,1,3,1
e9eae30e-8faa-52b0-b0c0-7956ea394a38,ALG07,22,Algebra,"A line has slope -2 and passes through (0, -6). What is its y-intercept?",-5,-2,-4,-6,3,1
44b75f44-f473-5347-8c82-ded73e6bb254,ALG07,23,Algebra,"A line has slope 3 and passes through (4, 21). What is its y-intercept?",9,10,21,3,3,1
c741c69f-8364-5b8c-bb65-4e08cba8cc4c,ALG07,24,Algebra,"A line has slope -3 and passes through (6, -15). What is its y-intercept?",4,-15,3,-3,3,1
9365d28c-200d-52a0-805e-34c3d8bcc969,ALG07,25,Algebra,"A line has slope -5 and passes through (3, -20). What is its y-intercept?",-5,-3,-20,-4,3,1
b118e8cb-cbb8-5678-af6c-f54f77055e96,ALG07,26,Algebra,"A line has slope 4 and passes through (1, 6). What is its y-intercept?",4,3,6,2,3,1
1a1a3662-2f56-5e05-bc33-000925134790,ALG07,27,Algebra,"A line has slope 2 and passes through (1, 0). What is its y-intercept?",2,-1,0,-2,3,1
790bf11d-3254-584a-bf73-27915e52948a,ALG07,28,Algebra,"A line has slope -5 and passes through (0, 2). What is its y-intercept?",3,2,4,-5,3,1
82dd7164-8643-5032-bc83-7acbf51df85f,ALG07,29,Algebra,"A line has slope 1 and passes through (-2, 7). What is its y-intercept?",10,9,7,1,3,1
29e1550d-5b7c-5e14-95af-f97b047dc181,ALG07,30,Algebra,"A line has slope -2 and passes through (3, -2). What is its y-intercept?",6,-2,5,4,3,1
9ce9adcc-b960-532a-90b2-cee0c8dfd762,ALG07,31,Algebra,"A line has slope -5 and passes through (0, -8). What is its y-intercept?",-8,-6,-5,-7,3,1
7e68fcf4-5e87-5dfb-a642-a105d16d7518,ALG07,32,Algebra,"A line has slope 3 and passes through (1, 0). What is its y-intercept?",-3,0,-2,3,3,1
4b8a63de-1bc6-5fde-a95c-bbd5165d09e1,ALG07,33,Algebra,"A line has slope 2 and passes through (6, 15). What is its y-intercept?",2,15,3,4,3,1
25c88ac9-92f4-5923-9fcc-f2a62cee6629,ALG07,34,Algebra,"A line has slope -4 and passes through (4, -8). What is its y-intercept?",-4,9,8,-8,3,1
9f322660-b533-50f0-a52d-51b2ee65ee31,ALG07,35,Algebra,"A line has slope 4 and passes through (-2, -10). What is its y-intercept?",4,-1,-2,-10,3,1
d2c2746a-3a8d-5528-bb2c-4031bb568ca0,ALG07,36,Algebra,"A line has slope 5 and passes through (4, 11). What is its y-intercept?",-9,11,5,-8,3,1
27fa9882-d514-56db-b49f-cdfa46fd3d66,ALG07,37,Algebra,"A line has slope -2 and passes through (1, -12). What is its y-intercept?",-10,-2,-9,-12,3,1
3b7758db-5e96-5202-912b-5636a2479581,ALG07,38,Algebra,"A line has slope 2 and passes through (-4, -15). What is its y-intercept?",-6,2,-7,-15,3,1
a1779962-976a-5439-b5a8-c57acda20281,ALG07,39,Algebra,"A line has slope 2 and passes through (3, 14). What is its y-intercept?",2,9,8,14,3,1
41bcd0aa-d89c-5648-8590-801b394f6ad6,ALG07,40,Algebra,"A line has slope -3 and passes through (5, -8). What is its y-intercept?",7,-8,-3,8,3,1
52c7bea2-0991-5e37-81d1-0ea21180eb3e,ALG07,41,Algebra,"A line has slope 2 and passes through (4, 13). What is its y-intercept?",2,6,5,13,3,1
0a5a6d58-f59e-52d9-afa2-74aa0e05503f,ALG07,42,Algebra,"A line has slope 3 and passes through (-3, -1). What is its y-intercept?",8,-1,9,3,3,1
77c453eb-31d3-5124-8706-11ba3b1b1a86,ALG07,43,Algebra,"A line has slope 4 and passes through (-3, -5). What is its y-intercept?",-5,8,4,7,3,1
4f7523df-d811-52f0-abbe-38df0c4b6a88,ALG07,44,Algebra,"A line has slope 2 and passes through (6, 16). What is its y-intercept?",16,5,4,2,3,1
52d1450f-2f64-59d3-8bba-4e23802fb55d,ALG07,45,Algebra,"A line has slope 2 and passes through (6, 20). What is its y-intercept?",20,9,8,2,3,1
5d381edd-a3f7-5d53-b4f0-1b92fa057d70,ALG07,46,Algebra,"A line has slope -2 and passes through (-2, 7). What is its y-intercept?",3,-2,7,4,3,1
3d6fd189-a765-55fa-b76c-b4368e8eba4b,ALG07,47,Algebra,"A line has slope 2 and passes through (0, 8). What is its y-intercept?",10,2,9,8,3,1
0d28072a-96fa-58cc-a48e-ce766bdb7ad7,ALG07,48,Algebra,"A line has slope -5 and passes through (-1, 0). What is its y-intercept?",-3,-5,-4,0,3,1
3389837a-c980-56fc-824c-c178adf269c9,ALG07,49,Algebra,"A line has slope -1 and passes through (5, 2). What is its y-intercept?",2,8,-1,7,3,1
8b175810-65dd-5fe1-923d-428fb586437f,ALG07,50,Algebra,"A line has slope -5 and passes through (4, -16). What is its y-intercept?",5,4,-16,-5,3,1
09f0364c-e7b1-5476-9e4b-a0db3efd0593,ALG07,51,Algebra,"A line has slope -1 and passes through (4, 3). What is its y-intercept?",3,8,-1,7,3,1
2d15d679-1a19-5c5c-8f57-31960a19a86a,ALG07,52,Algebra,"A line has slope 1 and passes through (-4, 1). What is its y-intercept?",5,1,7,6,3,1
2ce84234-9fa0-50c1-a2fe-9584aba1ceeb,ALG07,53,Algebra,"A line has slope -4 and passes through (-4, 11). What is its y-intercept?",11,-5,-4,-3,3,1
2798eb67-9d53-5669-a20f-b915de4ef934,ALG07,54,Algebra,"A line has slope -5 and passes through (6, -39). What is its y-intercept?",-5,-8,-9,-39,3,1
945615b1-0944-54f8-b60e-e8702fa7c4bd,ALG07,55,Algebra,"A line has slope 5 and passes through (3, 22). What is its y-intercept?",22,5,7,8,3,1
f91cf818-cc63-5438-80bb-c4ba80f86629,ALG07,56,Algebra,"A line has slope 3 and passes through (0, 3). What is its y-intercept?",6,4,5,3,3,1
3c29a5a4-ac47-5c92-86f8-0d51165a4da0,ALG07,57,Algebra,"A line has slope -5 and passes through (6, -37). What is its y-intercept?",-6,-5,-7,-37,3,1
25722b71-a72c-5585-9d19-9aa722520f11,ALG07,58,Algebra,"A line has slope -1 and passes through (-4, 14). What is its y-intercept?",14,10,11,-1,3,1
e8ac4d8c-8d6a-5a95-aea7-12ae420756f7,ALG07,59,Algebra,"A line has slope 3 and passes through (-4, -19). What is its y-intercept?",3,-19,-7,-6,3,1
0d82dc60-e18f-5ae9-bd98-ff928f9eae7d,ALG07,60,Algebra,"A line has slope 4 and passes through (5, 19). What is its y-intercept?",19,-1,4,0,3,1
47c28adf-6963-5a68-a836-cfb20e283d90,ALG07,61,Algebra,"A line has slope -4 and passes through (6, -17). What is its y-intercept?",8,-4,-17,7,3,1
7e615839-972d-57d2-8a9d-2917d8c74d01,ALG07,62,Algebra,"A line has slope -2 and passes through (4, -10). What is its y-intercept?",-10,0,-2,-1,3,1
0ddf2679-b826-55f4-b21d-9a50e7add272,ALG07,63,Algebra,"A line has slope -4 and passes through (-2, 2). What is its y-intercept?",-5,-6,-4,2,3,1
17aa11c5-e6e4-584e-b422-206cd6575b0f,ALG07,64,Algebra,"A line has slope -2 and passes through (-4, -1). What is its y-intercept?",-2,-1,-8,-9,3,1
b06de517-9303-5bac-b4cd-3a2e2acdb120,ALG07,65,Algebra,"A line has slope -2 and passes through (6, -12). What is its y-intercept?",0,-12,-2,1,3,1
0da1e766-2a95-5911-95f3-cdb9537e1a83,ALG07,66,Algebra,"A line has slope -5 and passes through (5, -19). What is its y-intercept?",-5,7,6,-19,3,1
54115afd-9623-5bdb-b9a1-12dd64ad12f0,ALG07,67,Algebra,"A line has slope -2 and passes through (-1, 10). What is its y-intercept?",9,8,10,-2,3,1
c48d50ea-7751-5da2-8865-2af51499ad35,ALG07,68,Algebra,"A line has slope 5 and passes through (-2, -5). What is its y-intercept?",7,6,5,-5,3,1
f72e5001-fd26-5fbb-8df0-3fe16ddeee06,ALG07,69,Algebra,"A line has slope 1 and passes through (3, -5). What is its y-intercept?",1,-8,-7,-5,3,1
668c8e3d-aaa5-51c5-a0b3-376afefbc653,ALG07,70,Algebra,"A line has slope 1 and passes through (-4, -10). What is its y-intercept?",-5,-10,1,-6,3,1
4dcf8a30-f3ff-568b-9233-72533342e5b3,ALG07,71,Algebra,"A line has slope 4 and passes through (4, 25). What is its y-intercept?",9,25,4,10,3,1
e2708ec8-20a2-5794-a4c8-8e1af41e6aa2,ALG07,72,Algebra,"A line has slope -5 and passes through (3, -13). What is its y-intercept?",-13,-5,2,3,3,1
2a0d0e71-0489-5d81-8284-b8f14f169c73,ALG07,73,Algebra,"A line has slope 2 and passes through (2, 6). What is its y-intercept?",2,6,4,3,3,1
cf32f91b-9577-5539-a592-97f1d7b74d22,ALG07,74,Algebra,"A line has slope 4 and passes through (3, 19). What is its y-intercept?",4,19,7,8,3,1
6c9461ab-b548-5bde-8bb7-998bc77b2b7a,ALG07,75,Algebra,"A line has slope 5 and passes through (-3, -14). What is its y-intercept?",-14,2,5,1,3,1
e68a0b67-4dd4-5f3d-9501-9cee1fd74040,ALG07,76,Algebra,"A line has slope -2 and passes through (2, 1). What is its y-intercept?",5,-2,1,6,3,1
cca9daa9-9f6a-5170-80d7-671b7485b9f0,ALG07,77,Algebra,"A line has slope 1 and passes through (0, -8). What is its y-intercept?",1,-8,-7,-6,3,1
af49d8bc-e69e-5163-b1b5-3fd6a5948f5b,ALG07,78,Algebra,"A line has slope -3 and passes through (0, 9). What is its y-intercept?",10,9,11,-3,3,1
9b888baf-5d13-583c-b685-2a9dee56381e,ALG07,79,Algebra,"A line has slope -1 and passes through (1, -10). What is its y-intercept?",-8,-9,-1,-10,3,1
d2c07d53-cdf0-504b-bd39-4a0bed386c54,ALG07,80,Algebra,"A line has slope 1 and passes through (2, 0). What is its y-intercept?",-2,1,-1,0,3,1
526e2227-932b-5cef-aa54-316506c50428,ALG07,81,Algebra,"A line has slope 2 and passes through (1, 11). What is its y-intercept?",10,11,9,2,3,1
b4ab76fa-796a-591c-86ba-c4b0538b107e,ALG07,82,Algebra,"A line has slope 3 and passes through (0, 7). What is its y-intercept?",7,3,9,8,3,1
1531624a-0f78-57b2-a678-ad2726b19e3c,ALG07,83,Algebra,"A line has slope -1 and passes through (-4, 9). What is its y-intercept?",-1,9,5,6,3,1
e8f7e28d-9537-562e-acec-98d2cdfe6c48,ALG07,84,Algebra,"A line has slope 2 and passes through (-1, 5). What is its y-intercept?",7,8,5,2,3,1
2cec1741-beab-5fa6-b24b-0773e1b090cb,ALG07,85,Algebra,"A line has slope -5 and passes through (-1, 3). What is its y-intercept?",-1,-5,3,-2,3,1
c39b9c61-de7f-5d1c-966e-f9028b7bb4da,ALG07,86,Algebra,"A line has slope -1 and passes through (-3, -1). What is its y-intercept?",-4,-2,-3,-1,3,1
036f4ba0-27d6-54fa-8210-f41c947ba3cf,ALG07,87,Algebra,"A line has slope 5 and passes through (6, 30). What is its y-intercept?",0,1,30,5,3,1
22de4c7a-f57c-5839-935c-6e1f40938dc1,ALG07,88,Algebra,"A line has slope 3 and passes through (6, 11). What is its y-intercept?",11,3,-7,-6,3,1
712f21d6-80a6-5978-9bfc-573c82bc916e,ALG07,89,Algebra,"A line has slope -1 and passes through (-1, -1). What is its y-intercept?",-1,0,-2,1,3,1
ad5a2c16-26f0-5305-936d-e2a1a02c6e1b,ALG07,90,Algebra,"A line has slope 1 and passes through (-4, 4). What is its y-intercept?",1,9,8,4,3,1
f46f2b10-f8d2-575a-b407-a2be97131d8f,ALG07,91,Algebra,"A line has slope -5 and passes through (4, -27). What is its y-intercept?",-5,-7,-27,-6,3,1
2c893717-ec82-59dd-837f-de2c07cb9cff,ALG07,92,Algebra,"A line has slope -1 and passes through (5, -14). What is its y-intercept?",-14,-8,-9,-1,3,1
ae3fb74c-a74d-57e6-9462-604e3b8fcdeb,ALG07,93,Algebra,"A line has slope -1 and passes through (2, 2). What is its y-intercept?",4,2,-1,5,3,1
