question_uuid,question_id,subject_uuid,subject_id,equivalent_no,question_text,answer_template,option_a,option_b,option_c,option_d,option_count,is_active
fcb5be69-7dc7-524c-af90-823d4bff50be,S07_Q067,a92acbba-e080-5a0e-8d75-d9b47485696e,7,67,___ wallet over there is old.,___ wallet over there is old.,That,This,Those,These,4,true
7b28c888-b37d-59e4-a5a4-9e5f9d36f457,S07_Q068,a92acbba-e080-5a0e-8d75-d9b47485696e,7,68,___ wallets here on my desk are mine.,___ wallets here on my desk are mine.,This,These,Those,That,4,true
2cb8a0cb-495e-5c0d-8e1d-42f7db975355,S07_Q069,a92acbba-e080-5a0e-8d75-d9b47485696e,7,69,___ wallets over there belong to the teacher.,___ wallets over there belong to the teacher.,Those,That,These,This,4,true
fd5ec299-adcd-5237-a0d7-7945eeb6f6e7,S07_Q070,a92acbba-e080-5a0e-8d75-d9b47485696e,7,70,Look at ___ wallets near us.,Look at ___ wallets near us.,this,these,those,that,4,true
8ee9b8ec-3068-5f0e-974a-a7e2d27853df,S07_Q071,a92acbba-e080-5a0e-8d75-d9b47485696e,7,71,___ chair here in my hand is new.,___ chair here in my hand is new.,This,These,Those,That,4,true
0d59e081-0914-5b0b-baaf-0e07f1ecafa0,S07_Q072,a92acbba-e080-5a0e-8d75-d9b47485696e,7,72,___ chair over there is old.,___ chair over there is old.,This,Those,These,That,4,true
ca4e37d9-cada-5b2e-a1b2-e54c766269c1,S07_Q073,a92acbba-e080-5a0e-8d75-d9b47485696e,7,73,___ chairs here on my desk are mine.,___ chairs here on my desk are mine.,These,Those,That,This,4,true
fecb5fff-aaaf-5dcc-9897-10d6d37961f7,S07_Q074,a92acbba-e080-5a0e-8d75-d9b47485696e,7,74,___ chairs over there belong to the teacher.,___ chairs over there belong to the teacher.,This,These,Those,That,4,true
6df98bb4-9a61-52bc-8e6d-4c0c04c0467d,S07_Q075,a92acbba-e080-5a0e-8d75-d9b47485696e,7,75,Look at ___ chairs near us.,Look at ___ chairs near us.,these,those,this,that,4,true
28b1228a-5d28-552d-a95f-44307a4ae8fe,S07_Q076,a92acbba-e080-5a0e-8d75-d9b47485696e,7,76,___ table here in my hand is new.,___ table here in my hand is new.,This,Those,These,That,4,true
7d845300-1d57-5e31-abdb-14ff79ab5f3b,S07_Q077,a92acbba-e080-5a0e-8d75-d9b47485696e,7,77,___ table over there is old.,___ table over there is old.,This,Those,These,That,4,true
dcbf2fad-f41d-5bf6-b0fd-956fc24223b6,S07_Q078,a92acbba-e080-5a0e-8d75-d9b47485696e,7,78,___ tables here on my desk are mine.,___ tables here on my desk are mine.,That,Those,This,These,4,true
ab6a957b-f039-56b0-89e4-efb0b6912733,S07_Q079,a92acbba-e080-5a0e-8d75-d9b47485696e,7,79,___ tables over there belong to the teacher.,___ tables over there belong to the teacher.,That,These,Those,This,4,true
fd2a7dcb-8637-5c48-9248-e91563d231b4,S07_Q080,a92acbba-e080-5a0e-8d75-d9b47485696e,7,80,Look at ___ tables near us.,Look at ___ tables near us.,those,these,this,that,4,true
8da6fe61-a34b-5045-9980-20d6027a4aa5,S07_Q081,a92acbba-e080-5a0e-8d75-d9b47485696e,7,81,___ box here in my hand is new.,___ box here in my hand is new.,This,These,That,Those,4,true
e91f17d4-b7ab-53dc-bda1-1c85ecc0a13a,S07_Q082,a92acbba-e080-5a0e-8d75-d9b47485696e,7,82,___ box over there is old.,___ box over there is old.,That,Those,These,This,4,true
e8747805-115f-59cd-9835-582d1eefdc9a,S07_Q083,a92acbba-e080-5a0e-8d75-d9b47485696e,7,83,___ boxes here on my desk are mine.,___ boxes here on my desk are mine.,These,That,Those,This,4,true
08598671-9d7d-5d1a-8df6-58da5090800b,S07_Q084,a92acbba-e080-5a0e-8d75-d9b47485696e,7,84,___ boxes over there belong to the teacher.,___ boxes over there belong to the teacher.,Those,This,That,These,4,true
5d80b6e4-5022-5e5a-981b-b314f9444a69,S07_Q085,a92acbba-e080-5a0e-8d75-d9b47485696e,7,85,Look at ___ boxes near us.,Look at ___ boxes near us.,this,these,that,those,4,true
6bfbf5e6-6172-5b91-844b-f433bfb63561,S07_Q086,a92acbba-e080-5a0e-8d75-d9b47485696e,7,86,___ letter here in my hand is new.,___ letter here in my hand is new.,This,Those,That,These,4,true
700dd2e1-f163-52b9-96b2-12a85c7e091d,S07_Q087,a92acbba-e080-5a0e-8d75-d9b47485696e,7,87,___ letter over there is old.,___ letter over there is old.,Those,That,These,This,4,true
88c5b1d8-90c5-5e61-8af6-c8c77f595420,S07_Q088,a92acbba-e080-5a0e-8d75-d9b47485696e,7,88,___ letters here on my desk are mine.,___ letters here on my desk are mine.,That,Those,This,These,4,true
b403fe60-9c66-5cbf-98fc-7106126c5e9c,S07_Q089,a92acbba-e080-5a0e-8d75-d9b47485696e,7,89,___ letters over there belong to the teacher.,___ letters over there belong to the teacher.,Those,This,That,These,4,true
4991966f-62f7-5329-b828-d1b1c87b6795,S07_Q090,a92acbba-e080-5a0e-8d75-d9b47485696e,7,90,Look at ___ letters near us.,Look at ___ letters near us.,these,those,that,this,4,true
c22c82e0-fe40-556b-8b99-5e7030c504e0,S07_Q091,a92acbba-e080-5a0e-8d75-d9b47485696e,7,91,___ map here in my hand is new.,___ map here in my hand is new.,Those,These,That,This,4,true
7115fae8-45e0-5ec1-a099-54378c86940f,S07_Q092,a92acbba-e080-5a0e-8d75-d9b47485696e,7,92,___ map over there is old.,___ map over there is old.,Those,This,That,These,4,true
c348b4ae-b4a8-563a-b6f8-95b28c889b91,S07_Q093,a92acbba-e080-5a0e-8d75-d9b47485696e,7,93,___ maps here on my desk are mine.,___ maps here on my desk are mine.,That,This,These,Those,4,true
361877a8-03a0-5ad5-8506-b457f5d77395,S07_Q094,a92acbba-e080-5a0e-8d75-d9b47485696e,7,94,___ maps over there belong to the teacher.,___ maps over there belong to the teacher.,That,Those,These,This,4,true
00a1b7fc-edbd-514d-9b20-e573f06bd1a4,S07_Q095,a92acbba-e080-5a0e-8d75-d9b47485696e,7,95,Look at ___ maps near us.,Look at ___ maps near us.,this,that,these,those,4,true
7f0467ac-0f80-54a1-87c4-acaad1b0d01a,S07_Q096,a92acbba-e080-5a0e-8d75-d9b47485696e,7,96,___ watch here in my hand is new.,___ watch here in my hand is new.,This,That,Those,These,4,true
d93293b0-4b51-5b2d-a19b-835dcf8fb794,S07_Q097,a92acbba-e080-5a0e-8d75-d9b47485696e,7,97,___ watch over there is old.,___ watch over there is old.,This,These,Those,That,4,true
30b21e11-2d86-503d-832d-641a756bc3b5,S07_Q098,a92acbba-e080-5a0e-8d75-d9b47485696e,7,98,___ watches here on my desk are mine.,___ watches here on my desk are mine.,This,That,Those,These,4,true
a092995e-73d7-57c4-a0fd-21c641436ad6,S07_Q099,a92acbba-e080-5a0e-8d75-d9b47485696e,7,99,___ watches over there belong to the teacher.,___ watches over there belong to the teacher.,Those,That,This,These,4,true
9a3a5c07-3de1-59a0-8206-284bec76d693,S07_Q100,a92acbba-e080-5a0e-8d75-d9b47485696e,7,100,Look at ___ watches near us.,Look at ___ watches near us.,this,these,that,those,4,true
8dde5e89-9ee9-5d99-bb76-443245a3b334,S08_Q001,b9e80e98-1499-5588-bdf1-83f9dc5d1116,8,1,___ a book on the desk.,___ a book on the desk.,They are,There are,There is,It is,4,true
07e257d2-3e52-503e-91b1-7afff198824b,S08_Q002,b9e80e98-1499-5588-bdf1-83f9dc5d1116,8,2,___ two books near the floor.,___ two books near the floor.,There are,It is,They is,There is,4,true
f82dad22-7903-5cfc-8702-1324da61a4de,S08_Q003,b9e80e98-1499-5588-bdf1-83f9dc5d1116,8,3,___ a café near my house.,___ a café near my house.,There is,It has,They are,There are,4,true
e60b8bbc-8300-5d58-a46a-f596271822d8,S08_Q004,b9e80e98-1499-5588-bdf1-83f9dc5d1116,8,4,___ 2 students in the classroom.,___ 2 students in the classroom.,There is,There are,It is,There am,4,true
43ae50f8-f07c-5126-af8f-b80251aefa75,S08_Q005,b9e80e98-1499-5588-bdf1-83f9dc5d1116,8,5,___ an airport outside the city.,___ an airport outside the city.,There is,It are,They are,There are,4,true
c12e2eac-5e1a-562e-86b5-f58917048e81,S08_Q006,b9e80e98-1499-5588-bdf1-83f9dc5d1116,8,6,___ a phone on the shelf.,___ a phone on the shelf.,They are,It is,There are,There is,4,true
83d2fc04-07a3-511e-9db7-4b07c880bb9d,S08_Q007,b9e80e98-1499-5588-bdf1-83f9dc5d1116,8,7,___ two phones near the chair.,___ two phones near the chair.,There is,It is,There are,They is,4,true
e498e75e-f79d-5267-93c3-0ccf4f124ce9,S08_Q008,b9e80e98-1499-5588-bdf1-83f9dc5d1116,8,8,___ a bank near my office.,___ a bank near my office.,They are,There is,It has,There are,4,true
550b5a27-0495-5b29-9018-92e49e1720bf,S08_Q009,b9e80e98-1499-5588-bdf1-83f9dc5d1116,8,9,___ 3 teachers in the office.,___ 3 teachers in the office.,There am,It is,There are,There is,4,true
c1eb590d-de44-5cfa-a9dc-d6b19ae19a17,S08_Q010,b9e80e98-1499-5588-bdf1-83f9dc5d1116,8,10,___ an office near here.,___ an office near here.,It are,They are,There is,There are,4,true
77c12f62-5985-597b-942e-17e9cca69481,S08_Q011,b9e80e98-1499-5588-bdf1-83f9dc5d1116,8,11,___ a bag on the table.,___ a bag on the table.,There are,It is,There is,They are,4,true
a24bc109-1df3-5ae0-be37-31466381cc77,S08_Q012,b9e80e98-1499-5588-bdf1-83f9dc5d1116,8,12,___ two bags near the bag.,___ two bags near the bag.,There are,They is,It is,There is,4,true
a4ade041-9e23-5f5d-86aa-6d9e77ef498c,S08_Q013,b9e80e98-1499-5588-bdf1-83f9dc5d1116,8,13,___ a school near my school.,___ a school near my school.,They are,There are,It has,There is,4,true
b27be80f-f072-50fe-b5ee-398b3a1d4902,S08_Q014,b9e80e98-1499-5588-bdf1-83f9dc5d1116,8,14,___ 4 chairs in the building.,___ 4 chairs in the building.,It is,There are,There is,There am,4,true
5137f396-30fc-562b-a6f3-2302e73d60d7,S08_Q015,b9e80e98-1499-5588-bdf1-83f9dc5d1116,8,15,___ an ATM on this floor.,___ an ATM on this floor.,There are,It are,They are,There is,4,true
3a2469de-6349-5284-9f11-eccabccf3f16,S08_Q016,b9e80e98-1499-5588-bdf1-83f9dc5d1116,8,16,___ a key on the floor.,___ a key on the floor.,They are,It is,There is,There are,4,true
4a5336a8-ba3c-5a00-887b-1c230651ec39,S08_Q017,b9e80e98-1499-5588-bdf1-83f9dc5d1116,8,17,___ two keys near the box.,___ two keys near the box.,There is,There are,They is,It is,4,true
3e909580-8bc8-58a5-ad3a-43b8a88b3515,S08_Q018,b9e80e98-1499-5588-bdf1-83f9dc5d1116,8,18,___ a shop near my hotel.,___ a shop near my hotel.,It has,They are,There are,There is,4,true
653da17c-6e83-529a-82f9-719e6e66e9a3,S08_Q019,b9e80e98-1499-5588-bdf1-83f9dc5d1116,8,19,___ 5 tables in the park.,___ 5 tables in the park.,It is,There are,There is,There am,4,true
3693044b-af72-5791-a4b1-65ec13707a1e,S08_Q020,b9e80e98-1499-5588-bdf1-83f9dc5d1116,8,20,___ an entrance at the station.,___ an entrance at the station.,They are,There is,It are,There are,4,true
22f420a3-8353-5881-a31e-01be49f521fa,S08_Q021,b9e80e98-1499-5588-bdf1-83f9dc5d1116,8,21,___ a pen on the chair.,___ a pen on the chair.,It is,There is,There are,They are,4,true
2b01cdff-dfd0-5b53-adde-6a26e0d72852,S08_Q022,b9e80e98-1499-5588-bdf1-83f9dc5d1116,8,22,___ two pens near the room.,___ two pens near the room.,It is,They is,There is,There are,4,true
6d4380a5-18b4-5974-a1f2-c23ba89d0e9e,S08_Q023,b9e80e98-1499-5588-bdf1-83f9dc5d1116,8,23,___ a park near my workplace.,___ a park near my workplace.,They are,It has,There is,There are,4,true
d6eedf3c-5027-5fd5-9764-943bca5a3cf2,S08_Q024,b9e80e98-1499-5588-bdf1-83f9dc5d1116,8,24,___ 6 windows in the street.,___ 6 windows in the street.,There are,It is,There is,There am,4,true
6429fd4f-0249-5efd-901e-0398223792dd,S08_Q025,b9e80e98-1499-5588-bdf1-83f9dc5d1116,8,25,___ an exit by the door.,___ an exit by the door.,There is,They are,It are,There are,4,true
e90a3d41-4d68-5933-b6f2-99139a574b5d,S08_Q026,b9e80e98-1499-5588-bdf1-83f9dc5d1116,8,26,___ a laptop on the bag.,___ a laptop on the bag.,There are,They are,There is,It is,4,true
742f14d0-0e9f-55c4-a40e-c247005e96d0,S08_Q027,b9e80e98-1499-5588-bdf1-83f9dc5d1116,8,27,___ two laptops near the kitchen.,___ two laptops near the kitchen.,It is,There is,There are,They is,4,true
b5318a67-f3c0-5595-9af5-38bd05eab7fc,S08_Q028,b9e80e98-1499-5588-bdf1-83f9dc5d1116,8,28,___ a hospital near my apartment.,___ a hospital near my apartment.,They are,It has,There are,There is,4,true
d7d5482d-507f-5af1-8b2a-e97327628c3e,S08_Q029,b9e80e98-1499-5588-bdf1-83f9dc5d1116,8,29,___ 7 computers in the shop.,___ 7 computers in the shop.,There is,It is,There am,There are,4,true
84bc0141-1c4b-5460-ade4-86e6cae44b38,S08_Q030,b9e80e98-1499-5588-bdf1-83f9dc5d1116,8,30,___ an information desk in the lobby.,___ an information desk in the lobby.,They are,There are,There is,It are,4,true
0053b59a-25f0-51e0-986f-ae4cd1691938,S08_Q031,b9e80e98-1499-5588-bdf1-83f9dc5d1116,8,31,___ a ticket on the box.,___ a ticket on the box.,There is,They are,There are,It is,4,true
42c115c3-b1f4-57dc-82db-7b5dc0a8da52,S08_Q032,b9e80e98-1499-5588-bdf1-83f9dc5d1116,8,32,___ two tickets near the garden.,___ two tickets near the garden.,They is,It is,There are,There is,4,true
d7742fd4-15e3-545b-9c26-49fa160944fb,S08_Q033,b9e80e98-1499-5588-bdf1-83f9dc5d1116,8,33,___ a hotel near my street.,___ a hotel near my street.,They are,There are,It has,There is,4,true
9d78d3ce-0f5a-58b3-a4ee-318fcd702489,S08_Q034,b9e80e98-1499-5588-bdf1-83f9dc5d1116,8,34,___ 8 books in the room.,___ 8 books in the room.,There are,It is,There is,There am,4,true
5943d72a-3f63-50db-8a9b-d80f437bf2fb,S08_Q035,b9e80e98-1499-5588-bdf1-83f9dc5d1116,8,35,___ an elevator in the building.,___ an elevator in the building.,There are,There is,It are,They are,4,true
97e1e5d5-74cd-53c3-8aa6-53b3376d2ed5,S08_Q036,b9e80e98-1499-5588-bdf1-83f9dc5d1116,8,36,___ a passport on the room.,___ a passport on the room.,There are,There is,They are,It is,4,true
cb163f2f-78e8-5dbc-9048-6c458bc2b539,S08_Q037,b9e80e98-1499-5588-bdf1-83f9dc5d1116,8,37,___ two passports near the office.,___ two passports near the office.,There is,There are,It is,They is,4,true
ddfa2451-149f-51d9-8253-b2a4cc6f311d,S08_Q038,b9e80e98-1499-5588-bdf1-83f9dc5d1116,8,38,___ a station near my station.,___ a station near my station.,It has,They are,There are,There is,4,true
f0b846c5-e4ce-5ac1-9323-6a3923ec4418,S08_Q039,b9e80e98-1499-5588-bdf1-83f9dc5d1116,8,39,___ 9 cars in the library.,___ 9 cars in the library.,There is,It is,There am,There are,4,true
8757c1a2-2c9e-5fb8-862c-a01d86f91fce,S08_Q040,b9e80e98-1499-5588-bdf1-83f9dc5d1116,8,40,___ an engine in the car.,___ an engine in the car.,There is,They are,There are,It are,4,true
61f87d80-424d-5a12-ad50-707c9664a97b,S08_Q041,b9e80e98-1499-5588-bdf1-83f9dc5d1116,8,41,___ a camera on the kitchen.,___ a camera on the kitchen.,There are,They are,There is,It is,4,true
a2c035c5-d486-56f6-a8eb-7109ebdc9d7b,S08_Q042,b9e80e98-1499-5588-bdf1-83f9dc5d1116,8,42,___ two cameras near the classroom.,___ two cameras near the classroom.,They is,There are,There is,It is,4,true
d42ac55c-c4e4-5264-836e-7cb731a860ad,S08_Q043,b9e80e98-1499-5588-bdf1-83f9dc5d1116,8,43,___ a museum near my university.,___ a museum near my university.,There is,They are,There are,It has,4,true
9805f706-1ef0-5d75-8c6a-29c8dc4defe4,S08_Q044,b9e80e98-1499-5588-bdf1-83f9dc5d1116,8,44,___ 10 trees in the garage.,___ 10 trees in the garage.,There is,There are,It is,There am,4,true
f790b815-506b-537c-8ad1-23a78a248c00,S08_Q045,b9e80e98-1499-5588-bdf1-83f9dc5d1116,8,45,___ an apple tree in the garden.,___ an apple tree in the garden.,There are,They are,It are,There is,4,true
e2aa9ccc-919c-5b11-a138-59bba156a953,S08_Q046,b9e80e98-1499-5588-bdf1-83f9dc5d1116,8,46,___ a bottle on the garden.,___ a bottle on the garden.,They are,It is,There are,There is,4,true
5ba49539-6461-57d9-bca7-19bd3d9ce609,S08_Q047,b9e80e98-1499-5588-bdf1-83f9dc5d1116,8,47,___ two bottles near the car.,___ two bottles near the car.,There are,It is,There is,They is,4,true
47a3f63f-3c29-5c21-aa43-7858364d9946,S08_Q048,b9e80e98-1499-5588-bdf1-83f9dc5d1116,8,48,___ a library near my park.,___ a library near my park.,They are,There are,It has,There is,4,true
b592cbb0-d125-58d4-8cd7-ffd3c1317e49,S08_Q049,b9e80e98-1499-5588-bdf1-83f9dc5d1116,8,49,___ 11 shops in the garden.,___ 11 shops in the garden.,It is,There is,There are,There am,4,true
2afb1235-fea7-51d3-bac6-6a4a05d5b145,S08_Q050,b9e80e98-1499-5588-bdf1-83f9dc5d1116,8,50,___ an old building across the street.,___ an old building across the street.,There are,It are,They are,There is,4,true
13eccc2e-f52d-5431-b839-488d645c1334,S08_Q051,b9e80e98-1499-5588-bdf1-83f9dc5d1116,8,51,___ an umbrella in the office.,___ an umbrella in the office.,There is,There are,They are,It is,4,true
89579e3b-698e-5671-b8b2-3f7174844b04,S08_Q052,b9e80e98-1499-5588-bdf1-83f9dc5d1116,8,52,___ two umbrellas near the hall.,___ two umbrellas near the hall.,They is,There are,It is,There is,4,true
a0f5a07a-ebac-5b62-b580-638df3655773,S08_Q053,b9e80e98-1499-5588-bdf1-83f9dc5d1116,8,53,___ a restaurant near my shop.,___ a restaurant near my shop.,It has,There are,There is,They are,4,true
876a3818-dede-53ee-a2e3-469ba8757802,S08_Q054,b9e80e98-1499-5588-bdf1-83f9dc5d1116,8,54,___ 12 houses in the school.,___ 12 houses in the school.,There am,There is,There are,It is,4,true
15ca8f5e-44f2-5b81-8dbc-640ec9bba3fe,S08_Q055,b9e80e98-1499-5588-bdf1-83f9dc5d1116,8,55,___ an empty room upstairs.,___ an empty room upstairs.,There are,There is,It are,They are,4,true
932e9729-e8c4-5b05-af90-d99fc6f8dd07,S08_Q056,b9e80e98-1499-5588-bdf1-83f9dc5d1116,8,56,___ a jacket on the classroom.,___ a jacket on the classroom.,They are,It is,There is,There are,4,true
9291c33e-b3c7-5f68-9413-4d93d9a9cfe8,S08_Q057,b9e80e98-1499-5588-bdf1-83f9dc5d1116,8,57,___ two jackets near the cupboard.,___ two jackets near the cupboard.,They is,It is,There are,There is,4,true
abd72f7f-9d21-5f92-98bf-f0e107c3ecf4,S08_Q058,b9e80e98-1499-5588-bdf1-83f9dc5d1116,8,58,___ a market near my bank.,___ a market near my bank.,It has,There are,There is,They are,4,true
deae5e99-3d70-5fb8-9abf-ac1c99ed7ad4,S08_Q059,b9e80e98-1499-5588-bdf1-83f9dc5d1116,8,59,___ 13 people in the station.,___ 13 people in the station.,It is,There is,There am,There are,4,true
c2902984-af2a-5a5c-bbb7-f7d19de2473f,S08_Q060,b9e80e98-1499-5588-bdf1-83f9dc5d1116,8,60,___ an English class at the school.,___ an English class at the school.,There is,They are,It are,There are,4,true
7ef16560-2d13-5954-bebc-9382996b2ca8,S08_Q061,b9e80e98-1499-5588-bdf1-83f9dc5d1116,8,61,___ a notebook on the car.,___ a notebook on the car.,They are,There is,It is,There are,4,true
1ab4813d-ca59-546f-b358-6ed278002c30,S08_Q062,b9e80e98-1499-5588-bdf1-83f9dc5d1116,8,62,___ two notebooks near the drawer.,___ two notebooks near the drawer.,They is,There is,It is,There are,4,true
1bc7a5e8-0b33-58db-9f35-6ad26dd60a36,S08_Q063,b9e80e98-1499-5588-bdf1-83f9dc5d1116,8,63,___ a pharmacy near my gym.,___ a pharmacy near my gym.,There is,There are,They are,It has,4,true
d1c54a30-4f49-5895-9654-101c340116f4,S08_Q064,b9e80e98-1499-5588-bdf1-83f9dc5d1116,8,64,___ 14 buses in the hotel.,___ 14 buses in the hotel.,It is,There is,There are,There am,4,true
539f3c60-8e4b-571a-8c54-32fdd86cb499,S08_Q065,b9e80e98-1499-5588-bdf1-83f9dc5d1116,8,65,___ an art gallery in the museum.,___ an art gallery in the museum.,There are,It are,They are,There is,4,true
aec9155f-a6fa-5b55-bb9f-1a3788035793,S08_Q066,b9e80e98-1499-5588-bdf1-83f9dc5d1116,8,66,___ a wallet on the hall.,___ a wallet on the hall.,They are,There are,It is,There is,4,true
995dd0d6-6831-5d77-8826-d4c9c6ac69dd,S08_Q067,b9e80e98-1499-5588-bdf1-83f9dc5d1116,8,67,___ two wallets near the bed.,___ two wallets near the bed.,They is,It is,There are,There is,4,true
e4af3de7-6de2-5392-a2c9-8f43cddc794a,S08_Q068,b9e80e98-1499-5588-bdf1-83f9dc5d1116,8,68,___ a gym near my café.,___ a gym near my café.,There are,They are,There is,It has,4,true
c55e5983-9021-5b44-b77b-7aed80541935,S08_Q069,b9e80e98-1499-5588-bdf1-83f9dc5d1116,8,69,___ 15 rooms in the museum.,___ 15 rooms in the museum.,There are,There is,It is,There am,4,true
67e31ba8-c1b1-5eb6-8217-610c29a5b391,S08_Q070,b9e80e98-1499-5588-bdf1-83f9dc5d1116,8,70,___ an ice machine at the hotel.,___ an ice machine at the hotel.,There are,There is,They are,It are,4,true
1b3b46f5-5d61-52c0-a6b3-68f20d2077f3,S08_Q071,b9e80e98-1499-5588-bdf1-83f9dc5d1116,8,71,___ a chair on the cupboard.,___ a chair on the cupboard.,There is,It is,There are,They are,4,true
2c020224-218f-509f-9cd3-9b3ab616f2bd,S08_Q072,b9e80e98-1499-5588-bdf1-83f9dc5d1116,8,72,___ two chairs near the sofa.,___ two chairs near the sofa.,It is,There are,They is,There is,4,true
62ee8ad0-fb82-5aa0-b321-bfdd80d0f3dc,S08_Q073,b9e80e98-1499-5588-bdf1-83f9dc5d1116,8,73,___ a cinema near my library.,___ a cinema near my library.,It has,There is,There are,They are,4,true
371f9557-e4fe-5384-88ea-c83c0db5a5ac,S08_Q074,b9e80e98-1499-5588-bdf1-83f9dc5d1116,8,74,___ 16 phones in the hall.,___ 16 phones in the hall.,There is,There are,There am,It is,4,true
f76c3cdd-f7f8-5562-ba8f-aef69d88d04a,S08_Q075,b9e80e98-1499-5588-bdf1-83f9dc5d1116,8,75,___ an online form on the website.,___ an online form on the website.,It are,There is,There are,They are,4,true
125bd946-4192-5a5d-a8d0-5244f35ccf7c,S08_Q076,b9e80e98-1499-5588-bdf1-83f9dc5d1116,8,76,___ a table on the drawer.,___ a table on the drawer.,It is,There are,They are,There is,4,true
c80249d4-4062-5a6d-8902-6189eba1830d,S08_Q077,b9e80e98-1499-5588-bdf1-83f9dc5d1116,8,77,___ two tables near the counter.,___ two tables near the counter.,They is,There are,It is,There is,4,true
6b6bb628-0be2-5ce8-81da-a6c8c8916d9a,S08_Q078,b9e80e98-1499-5588-bdf1-83f9dc5d1116,8,78,___ an office near my market.,___ an office near my market.,It has,They are,There is,There are,4,true
28305bba-bb6e-595b-87f0-07cb0dbe10cf,S08_Q079,b9e80e98-1499-5588-bdf1-83f9dc5d1116,8,79,___ 17 bags in the kitchen.,___ 17 bags in the kitchen.,There is,There are,There am,It is,4,true
b9a629c6-0c9d-5218-a419-1049e36eee7e,S08_Q080,b9e80e98-1499-5588-bdf1-83f9dc5d1116,8,80,___ an email address on the form.,___ an email address on the form.,There are,It are,They are,There is,4,true
8981692d-0789-5347-9ec0-aff04f650fd4,S08_Q081,b9e80e98-1499-5588-bdf1-83f9dc5d1116,8,81,___ a box on the bed.,___ a box on the bed.,It is,There are,There is,They are,4,true
d8cfc4b4-62a6-5c82-a8a4-641cf3dafd3e,S08_Q082,b9e80e98-1499-5588-bdf1-83f9dc5d1116,8,82,___ two boxes near the wall.,___ two boxes near the wall.,There is,There are,They is,It is,4,true
0d429d8a-517b-508b-be9b-532710a917dd,S08_Q083,b9e80e98-1499-5588-bdf1-83f9dc5d1116,8,83,___ a bakery near my hospital.,___ a bakery near my hospital.,They are,There is,It has,There are,4,true
5b63fb5f-646f-57c3-b3d7-50e3f17fa9c9,S08_Q084,b9e80e98-1499-5588-bdf1-83f9dc5d1116,8,84,___ 18 pictures in the box.,___ 18 pictures in the box.,It is,There is,There am,There are,4,true
44f1ad32-915a-5eb6-b5c1-1a67b55ebe3c,S08_Q085,b9e80e98-1499-5588-bdf1-83f9dc5d1116,8,85,___ an exam room downstairs.,___ an exam room downstairs.,There is,There are,It are,They are,4,true
00c6890c-b6c4-50a2-bd25-057fc3b67b5f,S08_Q086,b9e80e98-1499-5588-bdf1-83f9dc5d1116,8,86,___ a letter on the sofa.,___ a letter on the sofa.,It is,There are,They are,There is,4,true
03053e05-caa4-52db-a6f2-163f18a79a76,S08_Q087,b9e80e98-1499-5588-bdf1-83f9dc5d1116,8,87,___ two letters near the desk.,___ two letters near the desk.,There are,They is,It is,There is,4,true
12462f19-ccc1-599c-a79f-a09c361c3960,S08_Q088,b9e80e98-1499-5588-bdf1-83f9dc5d1116,8,88,___ a bus stop near my restaurant.,___ a bus stop near my restaurant.,There are,They are,It has,There is,4,true
71a48b79-fc16-571a-b13f-6a43c309ef83,S08_Q089,b9e80e98-1499-5588-bdf1-83f9dc5d1116,8,89,___ 19 questions in the test.,___ 19 questions in the test.,There is,It is,There am,There are,4,true
e356e0d5-e91c-5803-860d-5929d319955c,S08_Q090,b9e80e98-1499-5588-bdf1-83f9dc5d1116,8,90,___ an emergency exit at the end of the hall.,___ an emergency exit at the end of the hall.,There are,There is,They are,It are,4,true
9f72f2d0-1529-5dd0-8114-ff97a5505d6e,S08_Q091,b9e80e98-1499-5588-bdf1-83f9dc5d1116,8,91,___ a map on the counter.,___ a map on the counter.,They are,There is,It is,There are,4,true
3fab2f31-2705-5a1e-b3db-f86defb3e4e2,S08_Q092,b9e80e98-1499-5588-bdf1-83f9dc5d1116,8,92,___ two maps near the shelf.,___ two maps near the shelf.,There are,They is,There is,It is,4,true
ee60d05c-7416-5de8-8559-59c29d1b8d0c,S08_Q093,b9e80e98-1499-5588-bdf1-83f9dc5d1116,8,93,___ a university near my classroom.,___ a university near my classroom.,There are,There is,It has,They are,4,true
a9ea326d-e7b9-5035-ae54-3a7b0b0a2c05,S08_Q094,b9e80e98-1499-5588-bdf1-83f9dc5d1116,8,94,___ 20 answers in the survey.,___ 20 answers in the survey.,There is,There am,There are,It is,4,true
0d9980c5-74f5-56b4-82dd-11acc44e5e45,S08_Q095,b9e80e98-1499-5588-bdf1-83f9dc5d1116,8,95,___ an open window in the classroom.,___ an open window in the classroom.,It are,They are,There is,There are,4,true
04ff10e4-2ab6-5454-bc11-bf1460ef1465,S08_Q096,b9e80e98-1499-5588-bdf1-83f9dc5d1116,8,96,___ a watch on the wall.,___ a watch on the wall.,They are,There is,It is,There are,4,true
2405cd5b-98fb-5ae6-abd7-f834a2e49695,S08_Q097,b9e80e98-1499-5588-bdf1-83f9dc5d1116,8,97,___ two watches near the table.,___ two watches near the table.,They is,It is,There is,There are,4,true
9e67a302-ef74-5d28-9d6c-40ff33bd1394,S08_Q098,b9e80e98-1499-5588-bdf1-83f9dc5d1116,8,98,___ a clinic near my home.,___ a clinic near my home.,They are,It has,There is,There are,4,true
