model_uuid,question_uuid,subject_uuid,accepted_text,normalized_text,model_type,is_primary
436c414d-f83d-5ade-80d5-2bd636950fc8,1243adc8-0a2d-5aa1-9500-1a13e42aea14,045ce2f4-f350-55d6-b6bd-f765b96ed335,Laylo is a tourist.,laylo is a tourist,filled_text,true
dbb0d0cf-e972-51ec-9352-c2ce10c32e8d,8cb48d94-cf53-513e-80dc-aeaf495e5bea,045ce2f4-f350-55d6-b6bd-f765b96ed335,We waited for an explanation.,we waited for an explanation,filled_text,true
021d55f8-8c7b-5b43-b04d-848f302e9f38,64f7cd60-82f0-5adc-92fb-178470e09831,045ce2f4-f350-55d6-b6bd-f765b96ed335,I need an hour for this exam.,i need an hour for this exam,filled_text,true
af0bc39e-58c1-53a2-b6dd-36b071209c29,2e1107c7-5d7b-5341-b486-32efdc2aa0c4,045ce2f4-f350-55d6-b6bd-f765b96ed335,Zara bought a job earlier today.,zara bought a job earlier today,filled_text,true
f9cdb7a8-a757-57c7-9d18-901cec6c5e09,0a0c9624-2e0b-5ee3-8c18-3c6c973e10f7,045ce2f4-f350-55d6-b6bd-f765b96ed335,Please close the office we opened earlier.,please close the office we opened earlier,filled_text,true
b5954578-0f16-5b54-ac70-b3e57616ac72,0689264d-252c-5c96-8c05-c1369602b74d,045ce2f4-f350-55d6-b6bd-f765b96ed335,Zara is a customer.,zara is a customer,filled_text,true
e852c20b-3e39-5407-9383-ef0d7e64e088,6a3e5785-28e4-5977-af3f-41dc837a28dc,045ce2f4-f350-55d6-b6bd-f765b96ed335,We waited for an address.,we waited for an address,filled_text,true
6aac2d87-22c5-5fc9-9d65-5a7df7790420,5baad859-9dae-5359-8f3f-108b565ffe07,045ce2f4-f350-55d6-b6bd-f765b96ed335,I need an uncle for this activity.,i need an uncle for this activity,filled_text,true
68259152-39ba-5d0d-84f9-cd755605100c,f1adc165-7b7e-52ba-aa04-ad11d7af0c9f,045ce2f4-f350-55d6-b6bd-f765b96ed335,Emily bought a park last summer.,emily bought a park last summer,filled_text,true
6b262c17-1e79-50f9-be04-f5be17c200b9,89eecfad-dc0f-5012-b420-5672482fc9f6,045ce2f4-f350-55d6-b6bd-f765b96ed335,Please close the classroom we opened earlier.,please close the classroom we opened earlier,filled_text,true
c1ab3206-0858-5354-b61d-1a08f09b71e2,d212aaee-5c6b-5de7-b834-b5e3df2c7894,045ce2f4-f350-55d6-b6bd-f765b96ed335,Emily is a waiter.,emily is a waiter,filled_text,true
4878bd9d-c0bd-530b-8dec-a92a7580b20a,0b6d99c6-bc48-58f8-be2f-0d05572b935c,045ce2f4-f350-55d6-b6bd-f765b96ed335,We waited for an idea.,we waited for an idea,filled_text,true
0442afa1-0f17-52b7-8b94-4a38319f734a,4202eb56-a58a-5a3f-8489-9d5ab05743b4,045ce2f4-f350-55d6-b6bd-f765b96ed335,I need an aunt for this workshop.,i need an aunt for this workshop,filled_text,true
685e73ee-6573-5faa-a1fb-40c81d40623e,bd92485a-9022-5759-ad71-9228f7166be2,045ce2f4-f350-55d6-b6bd-f765b96ed335,Jane bought a school last winter.,jane bought a school last winter,filled_text,true
5035a69b-c9fb-5fca-ab55-7d26a4278fcb,7bff3300-91ff-533f-9770-425be2b29c12,045ce2f4-f350-55d6-b6bd-f765b96ed335,Please close the garden we opened earlier.,please close the garden we opened earlier,filled_text,true
5cfe3535-a667-511c-8880-1c8ae97161ce,4712b3d0-b7b1-500c-8a82-3a005b8cf47d,045ce2f4-f350-55d6-b6bd-f765b96ed335,Jane is a pilot.,jane is a pilot,filled_text,true
aaa694a7-eb38-59c1-8e6c-57feaa8a69b2,a12846f1-f896-5595-9b7d-4e8fbdd21686,045ce2f4-f350-55d6-b6bd-f765b96ed335,We waited for an order.,we waited for an order,filled_text,true
0bf17f21-cdf1-5891-881f-0ab834a95773,9ca87e2b-1c85-5b84-8f24-ca7db36b9d76,045ce2f4-f350-55d6-b6bd-f765b96ed335,I need an email for this class.,i need an email for this class,filled_text,true
d6ef8150-4b22-5cf2-a78d-9ceedb6f912d,357a8a3b-013b-525d-a729-43cf2e2caa21,045ce2f4-f350-55d6-b6bd-f765b96ed335,Laura bought a bag a week ago.,laura bought a bag a week ago,filled_text,true
fb50f64b-0f69-5e6d-ae0e-ce76e841d238,75bbd282-3561-56fb-9433-007d30eaa2a9,045ce2f4-f350-55d6-b6bd-f765b96ed335,Please close the kitchen we opened earlier.,please close the kitchen we opened earlier,filled_text,true
7b44e411-53ac-564a-a495-22ced1fd78df,0110303a-e815-5045-9206-2130cea40638,045ce2f4-f350-55d6-b6bd-f765b96ed335,Laura is a farmer.,laura is a farmer,filled_text,true
7bbb449e-5687-5948-b150-0b51d9ab8239,fe3da035-8939-5cec-9838-7a977d4a22a9,045ce2f4-f350-55d6-b6bd-f765b96ed335,We waited for an exam result.,we waited for an exam result,filled_text,true
1e970439-2c5d-52d1-a862-93508ce786e8,d64b0d94-5cd7-5915-a0e1-1d61a305c602,045ce2f4-f350-55d6-b6bd-f765b96ed335,I need an address for this interview.,i need an address for this interview,filled_text,true
113b6c4b-e72c-53d2-aa3f-6a73de16abff,f71acd4b-59b2-56e6-8a80-07c97301b4d6,045ce2f4-f350-55d6-b6bd-f765b96ed335,Susan bought a ticket ten minutes ago.,susan bought a ticket ten minutes ago,filled_text,true
d477a1d2-b0af-5504-8711-ebc89d9db552,61940c72-8464-53c7-ace7-a45e14577590,045ce2f4-f350-55d6-b6bd-f765b96ed335,Please close the bathroom we opened earlier.,please close the bathroom we opened earlier,filled_text,true
307d418e-0f1f-5b45-8a07-bd05ca29cb62,d231a2ed-acef-5e76-8120-0395cf256d4c,045ce2f4-f350-55d6-b6bd-f765b96ed335,Susan is an artist.,susan is an artist,filled_text,true
a049701b-c0ad-58e9-841d-52c6e4b7d89e,4fe9b0ea-a575-5030-8fe5-c23783cc8e3c,045ce2f4-f350-55d6-b6bd-f765b96ed335,We waited for an office reply.,we waited for an office reply,filled_text,true
69d0530c-9deb-5c3f-9ef6-1ee1080f1ed5,f60d8539-999a-5804-8e5f-51a07146baca,045ce2f4-f350-55d6-b6bd-f765b96ed335,I need an opinion for this presentation.,i need an opinion for this presentation,filled_text,true
dadf21c4-dc87-5e00-aed7-5882cc2a8b64,cdce516c-b11a-5347-964d-d37d348a1387,045ce2f4-f350-55d6-b6bd-f765b96ed335,Helen bought a restaurant last Friday.,helen bought a restaurant last friday,filled_text,true
b022a303-992f-5615-a458-96c733a1f5be,1b90f1c9-9f02-5b60-872b-a0dca3d5b973,045ce2f4-f350-55d6-b6bd-f765b96ed335,Please close the computer we opened earlier.,please close the computer we opened earlier,filled_text,true
742dbdad-4823-543b-89cc-5f433350eaf4,3ac0d68f-d7c1-569c-93ed-4a3e1ccc85ed,045ce2f4-f350-55d6-b6bd-f765b96ed335,Helen is a mechanic.,helen is a mechanic,filled_text,true
553c0489-4c44-50cc-8611-9e0b62991d09,4bf32581-5f14-53d3-a776-5a93396e5f1c,045ce2f4-f350-55d6-b6bd-f765b96ed335,We waited for an airport bus.,we waited for an airport bus,filled_text,true
ae88679f-2ac3-556c-b5d8-2b3322baec93,0ffe3273-cb50-5b41-a4cb-34b2ff06c990,045ce2f4-f350-55d6-b6bd-f765b96ed335,I need an animal for this assignment.,i need an animal for this assignment,filled_text,true
c5da2073-9015-5302-b1f2-52a67ed7a630,bfa079f4-6365-5e17-88d8-22aca4800477,045ce2f4-f350-55d6-b6bd-f765b96ed335,Grace bought a garden yesterday afternoon.,grace bought a garden yesterday afternoon,filled_text,true
e4ff13bd-1f81-5587-8d80-c4181d74c63d,45dcacb7-595a-510b-8d3c-6c06213b78e2,045ce2f4-f350-55d6-b6bd-f765b96ed335,Please close the printer we opened earlier.,please close the printer we opened earlier,filled_text,true
15920945-37f7-5a30-ae7e-2daa7ebbeafb,0904ee56-fe3c-53b2-898d-b3c9cd665a43,045ce2f4-f350-55d6-b6bd-f765b96ed335,Grace is a researcher.,grace is a researcher,filled_text,true
b18cacff-bb33-53ac-8257-1a71b2b8e7e2,be857e5a-f3da-55f2-9ff3-cdcfac9e29de,045ce2f4-f350-55d6-b6bd-f765b96ed335,We waited for an early train.,we waited for an early train,filled_text,true
216e804c-6a61-51fd-89ac-1dedd49a62c6,f60d34b7-a202-5d5a-bd36-741b104791f4,9fb2ce5d-73bf-5628-a2b5-93b45148c8c7,books,books,direct_answer,true
edef7eff-abfb-5a7f-8938-bf76e0048743,8fdea45c-5323-5f36-baed-326beb8ca297,9fb2ce5d-73bf-5628-a2b5-93b45148c8c7,There are three books on the desk.,there are three books on the desk,filled_text,true
67db7173-9663-5162-8f94-12f27260ba72,df452a64-b013-5204-9dc0-a229030f498d,9fb2ce5d-73bf-5628-a2b5-93b45148c8c7,"One book, two books.",one book two books,filled_text,true
92ca5bca-b891-595e-9c8f-84912eee0e92,7d9d157b-08cc-5fd9-9a33-cf0703dd3c6a,9fb2ce5d-73bf-5628-a2b5-93b45148c8c7,books,books,direct_answer,true
2d252b6e-c956-5020-8742-a95197497ae5,0667cdf2-4b0e-553d-8a7e-31749a1e903d,9fb2ce5d-73bf-5628-a2b5-93b45148c8c7,Many books are in the room.,many books are in the room,filled_text,true
5cb6cbba-ec8a-5d10-916c-4a77f4ca71a2,e7cc23cd-dc1a-594f-9f4c-3b9dbccc1532,9fb2ce5d-73bf-5628-a2b5-93b45148c8c7,classes,classes,direct_answer,true
2f1552be-aea4-5134-a324-46cec40c434e,b3fde59e-8296-560c-9de8-4ef4a9a6f8e8,9fb2ce5d-73bf-5628-a2b5-93b45148c8c7,There are three classes on the desk.,there are three classes on the desk,filled_text,true
af64e513-eac9-5ac1-b127-d824b1f9a8d6,c6629b02-ced6-5e54-8265-dcca37731983,9fb2ce5d-73bf-5628-a2b5-93b45148c8c7,"One class, two classes.",one class two classes,filled_text,true
187b9165-17c0-5a9c-8ea9-e5fd7586f06b,2d93ddb0-8b90-52af-a13b-6641a7c35393,9fb2ce5d-73bf-5628-a2b5-93b45148c8c7,classes,classes,direct_answer,true
6b7a37da-3307-5b73-9aea-378320130432,b85be000-5647-57c8-a204-3e5d0b21dc54,9fb2ce5d-73bf-5628-a2b5-93b45148c8c7,Many classes are in the room.,many classes are in the room,filled_text,true
c6508a3f-67bd-5904-bc42-9bef2ce25826,b86f214a-f889-560b-9a4c-38aaef6a6cf4,9fb2ce5d-73bf-5628-a2b5-93b45148c8c7,cities,cities,direct_answer,true
6caaeb16-08e9-5d83-8247-0aac7226733c,ff0b0e72-1657-5b8e-a33c-509953c080aa,9fb2ce5d-73bf-5628-a2b5-93b45148c8c7,There are three cities on the desk.,there are three cities on the desk,filled_text,true
83ac4603-9fd5-5056-b21c-af0573333e8f,596fff5f-d21c-58c8-8b6a-af09113dba5e,9fb2ce5d-73bf-5628-a2b5-93b45148c8c7,"One city, two cities.",one city two cities,filled_text,true
dbab6e67-29a5-5c5a-b916-c131f902470d,dd7607ce-b5c9-5f19-9785-fab727c57af1,9fb2ce5d-73bf-5628-a2b5-93b45148c8c7,cities,cities,direct_answer,true
fa159501-64db-52c6-a9a9-c4dc8262a189,e2c277b6-5517-5977-a2c4-60248874212a,9fb2ce5d-73bf-5628-a2b5-93b45148c8c7,Many cities are in the room.,many cities are in the room,filled_text,true
ce9675b5-d798-5a37-9f09-e7de5511709a,00496ea6-eb4a-57c9-a4ab-2b213bb90ff6,9fb2ce5d-73bf-5628-a2b5-93b45148c8c7,boxes,boxes,direct_answer,true
b74eabc1-79c3-544f-87e1-5f8cf25ffb11,f15e86ca-171f-58cf-bd4c-0ba4ecceebfb,9fb2ce5d-73bf-5628-a2b5-93b45148c8c7,There are three boxes on the desk.,there are three boxes on the desk,filled_text,true
db27f2f4-01cd-56b3-980e-b9a8662e084b,412a337c-ce38-556b-9cd5-922383f9c8bb,9fb2ce5d-73bf-5628-a2b5-93b45148c8c7,"One box, two boxes.",one box two boxes,filled_text,true
d1d794ba-0173-5d64-a0da-d392965a250e,c2373c3d-1602-5177-a22f-a21b0733fdd4,9fb2ce5d-73bf-5628-a2b5-93b45148c8c7,boxes,boxes,direct_answer,true
a74b0b25-e20c-55a4-b6b9-b18c67600629,6da5f44e-fd37-56ce-9bf6-dd7c373ad0c0,9fb2ce5d-73bf-5628-a2b5-93b45148c8c7,Many boxes are in the room.,many boxes are in the room,filled_text,true
8c283dbd-2515-5426-a6bb-072d52353604,5be0e567-e1f2-521f-bf48-cb6fb44c71cd,9fb2ce5d-73bf-5628-a2b5-93b45148c8c7,babies,babies,direct_answer,true
4de6a685-1977-5d70-bafe-15ae985b546b,7e936e8d-96fc-5565-b661-8dbeae078020,9fb2ce5d-73bf-5628-a2b5-93b45148c8c7,There are three babies on the desk.,there are three babies on the desk,filled_text,true
49efc828-5881-5bd3-8764-cafb32ad1c16,fb83cd75-e2bd-56ac-8926-30c5d25d5243,9fb2ce5d-73bf-5628-a2b5-93b45148c8c7,"One baby, two babies.",one baby two babies,filled_text,true
f52ace52-c000-5490-bcb2-95f70926aba0,015bef07-672d-5762-836c-314dd14d96ea,9fb2ce5d-73bf-5628-a2b5-93b45148c8c7,babies,babies,direct_answer,true
426fb509-1027-5c7b-a14b-7d47bcdd590e,cef9b788-c051-56a9-a7e8-49f5b4f16d58,9fb2ce5d-73bf-5628-a2b5-93b45148c8c7,Many babies are in the room.,many babies are in the room,filled_text,true
3b0bea9c-a04d-5d09-bd20-6f7c3703b2be,3a6a8ebc-5795-59fd-8e7e-3578152fcdb2,9fb2ce5d-73bf-5628-a2b5-93b45148c8c7,buses,buses,direct_answer,true
4b4bf38e-09ab-59a6-89ab-aab33a4b5742,7bbc8307-40f2-569b-9201-8da08b099b57,9fb2ce5d-73bf-5628-a2b5-93b45148c8c7,There are three buses on the desk.,there are three buses on the desk,filled_text,true
4d2c5420-b92f-51ef-bbec-59ae4602d127,c580f883-30be-5eba-9eb6-33faba123423,9fb2ce5d-73bf-5628-a2b5-93b45148c8c7,"One bus, two buses.",one bus two buses,filled_text,true
6d7203e6-7d14-5fbc-8aad-28ee9324455f,3c2cb6da-aef7-5126-bb65-9fdd51abe79a,9fb2ce5d-73bf-5628-a2b5-93b45148c8c7,buses,buses,direct_answer,true
2cd9a3ef-3543-59bb-8478-8677b46facf0,77166251-b6f6-5a25-a941-dca97f3c99ab,9fb2ce5d-73bf-5628-a2b5-93b45148c8c7,Many buses are in the room.,many buses are in the room,filled_text,true
c00f69d6-5b97-5e59-83f1-62ee577e66b2,e121e3f3-f249-59f1-a44a-dd7e907b5003,9fb2ce5d-73bf-5628-a2b5-93b45148c8c7,watches,watches,direct_answer,true
432f7d31-9954-5540-afcd-8b90d27aad37,99846434-e222-5ffd-8526-f6c8c222776e,9fb2ce5d-73bf-5628-a2b5-93b45148c8c7,There are three watches on the desk.,there are three watches on the desk,filled_text,true
fa428af1-6861-5d82-b096-0ee6a82b8f04,50d61055-7ea9-5b59-b3c3-daed19025ade,9fb2ce5d-73bf-5628-a2b5-93b45148c8c7,"One watch, two watches.",one watch two watches,filled_text,true
86f7226c-a301-5eca-9db8-5c1303a7947d,06f5f9f3-7873-5074-b564-145740f4012a,9fb2ce5d-73bf-5628-a2b5-93b45148c8c7,watches,watches,direct_answer,true
2054b078-7284-5386-8e83-53fb13a7dfd9,8c238c98-d7f1-5f53-8eb2-c99d56456537,9fb2ce5d-73bf-5628-a2b5-93b45148c8c7,Many watches are in the room.,many watches are in the room,filled_text,true
a788b788-33f3-5626-b509-b8c5e1b5c112,e40e37dd-4747-5da1-8496-362607d305e3,9fb2ce5d-73bf-5628-a2b5-93b45148c8c7,families,families,direct_answer,true
70747d05-9b9c-511d-8a13-231aaf4db275,e740bac0-9843-57ce-9b32-7cc8eb944f35,9fb2ce5d-73bf-5628-a2b5-93b45148c8c7,There are three families on the desk.,there are three families on the desk,filled_text,true
399c8682-1d97-5dab-8e9a-2520caeee6bb,50cb301e-57ba-51ba-8929-354d0ca066e3,9fb2ce5d-73bf-5628-a2b5-93b45148c8c7,"One family, two families.",one family two families,filled_text,true
51fca2db-c5ec-5e14-878b-994faeaca330,8a21c758-27b6-5fd2-9489-bab43d9bb09c,9fb2ce5d-73bf-5628-a2b5-93b45148c8c7,families,families,direct_answer,true
3763199e-777f-5082-86e3-914ce9ac8489,29b80d89-d888-5f2d-9154-3f6fc9b264e4,9fb2ce5d-73bf-5628-a2b5-93b45148c8c7,Many families are in the room.,many families are in the room,filled_text,true
ef2c3ec1-2318-5fc4-b12a-d1f98d459e27,82f0bb2d-2436-53a1-a18b-ffa425e1c12f,9fb2ce5d-73bf-5628-a2b5-93b45148c8c7,days,days,direct_answer,true
8e36a06b-7419-5fad-9d63-a4e0612b6c45,105d0d76-4ed4-58c4-b7e1-3168ca8ba760,9fb2ce5d-73bf-5628-a2b5-93b45148c8c7,There are three days on the desk.,there are three days on the desk,filled_text,true
cb486de8-a9ba-5bac-bd2d-8270d48ce2d2,521c20c4-cdd6-5211-a7d8-7364f70bdb70,9fb2ce5d-73bf-5628-a2b5-93b45148c8c7,"One day, two days.",one day two days,filled_text,true
3626a19d-45be-5644-ab68-66cdad8c96a9,175252c6-4d33-5148-a681-2a0dd85f2444,9fb2ce5d-73bf-5628-a2b5-93b45148c8c7,days,days,direct_answer,true
61a47fc7-fc46-5b49-a7c0-b967e5ba7eec,75404eab-d565-5d9d-9689-a492cdf86253,9fb2ce5d-73bf-5628-a2b5-93b45148c8c7,Many days are in the room.,many days are in the room,filled_text,true
ab035331-da05-5d3c-a581-38d517a406cd,716ad281-d81b-572f-aa90-f030434dcdb9,9fb2ce5d-73bf-5628-a2b5-93b45148c8c7,photos,photos,direct_answer,true
fa536f7e-eeb0-5077-a677-907429ce33c2,dad8dbb4-8284-5aca-9add-4562414eca2c,9fb2ce5d-73bf-5628-a2b5-93b45148c8c7,There are three photos on the desk.,there are three photos on the desk,filled_text,true
fcac4b96-7da8-502c-bf49-8fe279fa7e1a,ca51005b-14ce-5bf8-a0d2-f47a4ca50f93,9fb2ce5d-73bf-5628-a2b5-93b45148c8c7,"One photo, two photos.",one photo two photos,filled_text,true
4ff571c8-4c7e-54d9-b59d-2706f140ee3a,b07f23ab-3673-5b9d-be67-eeefa74d78ec,9fb2ce5d-73bf-5628-a2b5-93b45148c8c7,photos,photos,direct_answer,true
e8b6dadc-4d38-52db-a988-81498e929464,7566f945-6fc2-5eda-89bf-f8a0b43bb340,9fb2ce5d-73bf-5628-a2b5-93b45148c8c7,Many photos are in the room.,many photos are in the room,filled_text,true
949c145e-0199-501b-844b-4ef348470b6e,ca93a86c-95c8-5e23-aeea-6bb5389674bd,9fb2ce5d-73bf-5628-a2b5-93b45148c8c7,children,children,direct_answer,true
afe60a58-64b2-5a39-9e48-0c8c6928d39c,6f5b5921-c86e-5fd4-bf49-f74e86761847,9fb2ce5d-73bf-5628-a2b5-93b45148c8c7,There are three children on the desk.,there are three children on the desk,filled_text,true
f97ed2a2-3b11-5c71-9b4d-36df29a21bf5,aef87735-26bc-583e-827a-956ba1b58b4e,9fb2ce5d-73bf-5628-a2b5-93b45148c8c7,"One child, two children.",one child two children,filled_text,true
9f9d139c-9ccb-526a-b044-7980282b9691,3554b2a7-241a-5680-87e8-bb36da410a50,9fb2ce5d-73bf-5628-a2b5-93b45148c8c7,children,children,direct_answer,true
91d57529-a313-5e21-912d-3b1ea8114d7c,af6cbc9d-2fe0-5294-bf74-5d7bbc476d15,9fb2ce5d-73bf-5628-a2b5-93b45148c8c7,Many children are in the room.,many children are in the room,filled_text,true
40090bc3-ac9c-5618-bae7-959641c8da05,499e5af7-7c03-5b58-bfe1-0f4656ac469e,9fb2ce5d-73bf-5628-a2b5-93b45148c8c7,people,people,direct_answer,true
fb5d426f-7205-578f-bcaa-77138d9beea2,e6a5864c-f0c8-5c79-937f-4fddb0b2f551,9fb2ce5d-73bf-5628-a2b5-93b45148c8c7,There are three people on the desk.,there are three people on the desk,filled_text,true
26ef6a9a-6e3b-5c10-b9e3-8ebf5060c9e2,42281569-df87-590a-ad25-a338e3acbb78,9fb2ce5d-73bf-5628-a2b5-93b45148c8c7,"One person, two people.",one person two people,filled_text,true
61af9b42-47e5-5b12-b9ae-8e2ddb32c12e,31cac8a6-f0f0-5be0-be38-02b2f692c893,9fb2ce5d-73bf-5628-a2b5-93b45148c8c7,people,people,direct_answer,true
4e2b00ee-ae0d-5c40-a276-b614537ed2a4,311d9a80-41f7-55ea-a79f-de33dafc8579,9fb2ce5d-73bf-5628-a2b5-93b45148c8c7,Many people are in the room.,many people are in the room,filled_text,true
7ed6464d-cb12-5e79-86a4-39e091e99a69,6e957b20-8e78-5b1c-887c-d203da44caa9,9fb2ce5d-73bf-5628-a2b5-93b45148c8c7,men,men,direct_answer,true
3bf2934a-4cbd-5ac9-bc8e-ac1f2ab234e4,c4a40a06-a35f-5bc7-b465-1dde25dd1de0,9fb2ce5d-73bf-5628-a2b5-93b45148c8c7,There are three men on the desk.,there are three men on the desk,filled_text,true
eff03c16-fd7c-58e3-ad3f-158cfc4175c9,d7db36d0-943f-5e9c-b552-5c37a19a84b0,9fb2ce5d-73bf-5628-a2b5-93b45148c8c7,"One man, two men.",one man two men,filled_text,true
261d6be5-babc-5a77-a841-c23d96eb5d17,9714cafe-6b91-5ed0-a72a-efd27633386b,9fb2ce5d-73bf-5628-a2b5-93b45148c8c7,men,men,direct_answer,true
567d190e-9a83-50e4-8817-1ea5e09aac7d,d914f2b5-cb59-5061-8e24-196d06f0f8cd,9fb2ce5d-73bf-5628-a2b5-93b45148c8c7,Many men are in the room.,many men are in the room,filled_text,true
c27cc025-d461-599e-911b-1c5b0fcb2e60,ec6d44ec-67a3-5394-884f-96ebc25bffc6,9fb2ce5d-73bf-5628-a2b5-93b45148c8c7,women,women,direct_answer,true
caad3cab-f9fe-5ec9-8a90-5e0149af7d30,63211e6a-9dba-5140-8142-bc43ee80d8eb,9fb2ce5d-73bf-5628-a2b5-93b45148c8c7,There are three women on the desk.,there are three women on the desk,filled_text,true
958542f5-c409-51c1-bd70-7251b4a3a3ce,d36d412f-e6e0-5ad4-b8d5-a2ebbd1280ce,9fb2ce5d-73bf-5628-a2b5-93b45148c8c7,"One woman, two women.",one woman two women,filled_text,true
e57b575b-1d34-5929-99c6-84fb51aa242e,972a4397-4f15-5068-87cb-8c3eee7bd1a5,9fb2ce5d-73bf-5628-a2b5-93b45148c8c7,women,women,direct_answer,true
a0de47fe-4f49-5bc3-aeb7-ede4d4aa6def,b6511cab-84a3-50bf-9bf0-c100efe7be8d,9fb2ce5d-73bf-5628-a2b5-93b45148c8c7,Many women are in the room.,many women are in the room,filled_text,true
5adf89f7-dfc4-5d3f-843f-697aa8bcd508,81c29843-a565-56fd-80d7-0e67198e99dc,9fb2ce5d-73bf-5628-a2b5-93b45148c8c7,teeth,teeth,direct_answer,true
9ef7a192-35eb-5765-8104-b53bfebd4dc9,6a3f2b05-810f-5b99-a2d3-b874cbb5e43e,9fb2ce5d-73bf-5628-a2b5-93b45148c8c7,There are three teeth on the desk.,there are three teeth on the desk,filled_text,true
1dc5e544-2836-5d8b-b27b-064a0b201819,9369cd4c-d6f0-5d41-a0cd-6e853dbb12ed,9fb2ce5d-73bf-5628-a2b5-93b45148c8c7,"One tooth, two teeth.",one tooth two teeth,filled_text,true
b223433a-04c5-52a7-a85e-8c0c3d00b273,3c87f4d9-3a1a-5f15-bf72-ba9a7fb0a26f,9fb2ce5d-73bf-5628-a2b5-93b45148c8c7,teeth,teeth,direct_answer,true
9a267e3b-de10-52c6-ac6f-1c717c916b11,58687651-ae67-59b4-9edc-f253beb47799,9fb2ce5d-73bf-5628-a2b5-93b45148c8c7,Many teeth are in the room.,many teeth are in the room,filled_text,true
6147be33-6a1a-540e-a9c7-71117ed78df0,11d5c958-1e4b-5965-9cb5-518be9e6d60d,9fb2ce5d-73bf-5628-a2b5-93b45148c8c7,feet,feet,direct_answer,true
e7524268-e02e-5fe0-a5bd-d6fb5fd915ba,ad6b5035-538f-5a6b-9900-3395e8d21178,9fb2ce5d-73bf-5628-a2b5-93b45148c8c7,There are three feet on the desk.,there are three feet on the desk,filled_text,true
91975966-c225-5e48-8e73-90526e3fbc6b,21f791dd-ce6c-5688-b206-d251b04956dc,9fb2ce5d-73bf-5628-a2b5-93b45148c8c7,"One foot, two feet.",one foot two feet,filled_text,true
fac55e01-3d52-5f82-b329-852877909e20,6a83d61d-762b-5fb2-8a39-4d482fc934db,9fb2ce5d-73bf-5628-a2b5-93b45148c8c7,feet,feet,direct_answer,true
648a9e35-8a35-5a8a-bee3-c3cba0d793fa,8f464c57-b5ff-5092-90b5-a5fbb81749bb,9fb2ce5d-73bf-5628-a2b5-93b45148c8c7,Many feet are in the room.,many feet are in the room,filled_text,true
6f662a95-9f8d-5d9d-97f0-2dbece5c8b42,509a92a2-4e25-58e6-940d-772aa5949775,9fb2ce5d-73bf-5628-a2b5-93b45148c8c7,mice,mice,direct_answer,true
2c23eec4-4521-574b-b5e5-8a0c75441258,0006399f-1459-52e9-a66a-82eeb830f366,9fb2ce5d-73bf-5628-a2b5-93b45148c8c7,There are three mice on the desk.,there are three mice on the desk,filled_text,true
996679ec-9ba3-580f-b513-49c9e620e4fa,27fe3bdc-e6a3-5e41-ab5f-66c0263b7b9c,9fb2ce5d-73bf-5628-a2b5-93b45148c8c7,"One mouse, two mice.",one mouse two mice,filled_text,true
0a8afed0-3ead-5440-9cfa-df675938d2e9,ce695fcc-3d8b-523c-bdb2-a10c0add8f98,9fb2ce5d-73bf-5628-a2b5-93b45148c8c7,mice,mice,direct_answer,true
f574e9ee-115a-52bd-9c82-4a03e14a7d6f,ea77dee4-63ff-56cd-b591-8cdae9322e8c,9fb2ce5d-73bf-5628-a2b5-93b45148c8c7,Many mice are in the room.,many mice are in the room,filled_text,true
2225d2ba-a430-532d-a83f-32b0858cd75e,1b1917db-c318-5111-a750-901a3792aceb,9fb2ce5d-73bf-5628-a2b5-93b45148c8c7,geese,geese,direct_answer,true
3d305545-6a43-5915-98a5-5282a5ee48dd,c58e7c43-afd8-5e36-b9e6-5f5e87c24a8c,9fb2ce5d-73bf-5628-a2b5-93b45148c8c7,There are three geese on the desk.,there are three geese on the desk,filled_text,true
469ef404-a183-5674-a736-337b5dcf7eb2,6bea074c-faa9-59fa-9214-c50e6dd59832,9fb2ce5d-73bf-5628-a2b5-93b45148c8c7,"One goose, two geese.",one goose two geese,filled_text,true
87295c04-c0f7-5024-b82c-60fdb9f393da,9b72ba50-7157-557b-97ee-dcd6437f8e30,9fb2ce5d-73bf-5628-a2b5-93b45148c8c7,geese,geese,direct_answer,true
00038290-8fd8-5d57-bea1-b2234d20509b,b4912e88-14b4-56dd-a7e1-fb0007072595,9fb2ce5d-73bf-5628-a2b5-93b45148c8c7,Many geese are in the room.,many geese are in the room,filled_text,true
4bff20cc-5645-5483-9965-c71a080b2d30,4c79782a-11dc-5e8d-844e-138e5f5965a1,9fb2ce5d-73bf-5628-a2b5-93b45148c8c7,knives,knives,direct_answer,true
b55bbe90-dc2b-53d4-946b-3f1d24880133,e80386a9-81b4-5043-aea1-8b3be98cddfd,9fb2ce5d-73bf-5628-a2b5-93b45148c8c7,There are three knives on the desk.,there are three knives on the desk,filled_text,true
dd248ff2-2b1e-5025-8e67-ef8d0ecfec15,89460ae3-4c1c-54a1-b7cd-755f2df8c584,9fb2ce5d-73bf-5628-a2b5-93b45148c8c7,"One knife, two knives.",one knife two knives,filled_text,true
67afc3da-17ef-5342-81be-24612e907062,4522c088-5f0a-5dfe-a09d-b587d0caed1c,9fb2ce5d-73bf-5628-a2b5-93b45148c8c7,knives,knives,direct_answer,true
